product_id,product_name,category,review_id,date,source,rating,text,firmware_version,component_focus,is_sarcastic
P1002,Home Care,Home Care,R10256,2026-02-26,flipkart,1,"Love it, will buy again.",v5.9,Packaging,0
P1002,Home Care,Home Care,R10257,2026-01-29,flipkart,1,"Love it, will buy again.",v2.0,UI,0
P1002,Home Care,Home Care,R10258,2026-04-02,amazon,4,Buy now limited offer click here http://spam.example,v2.2,Power,0
P1002,Home Care,Home Care,R10259,2026-02-25,flipkart,3,Exceeded my expectations.,v5.9,Packaging,0
P1002,Home Care,Home Care,R10260,2026-01-15,amazon,5,"Amazing product, works like a charm!",v5.3,Power,0
P1002,Home Care,Home Care,R10261,2026-03-09,amazon,1,Avoid this product.,v4.9,Packaging,0
P1002,Home Care,Home Care,R10262,2026-01-14,flipkart,2,Decent for the price.,v1.7,Packaging,0
P1002,Home Care,Home Care,R10263,2026-02-28,amazon,5,Waste of money.,v2.2,Packaging,0
P1002,Home Care,Home Care,R10264,2026-02-10,flipkart,4,"Boht accha product hai, maza aa gaya.",v4.2,UI,0
P1002,Home Care,Home Care,R10265,2026-01-31,flipkart,2,Waste of money.,v4.4,General,0
P1002,Home Care,Home Care,R10266,2026-01-01,amazon,1,Very good quality.,v2.7,Power,0
P1002,Home Care,Home Care,R10267,2026-01-08,direct,2,"Amazing product, works like a charm!",v1.5,Packaging,0
P1002,Home Care,Home Care,R10268,2026-01-24,flipkart,3,Exceeded my expectations.,v1.1,General,0
P1002,Home Care,Home Care,R10269,2026-03-26,direct,5,Very good quality.,v4.8,Power,0
P1002,Home Care,Home Care,R10270,2026-01-09,amazon,2,Exceeded my expectations.,v3.1,Packaging,0
P1002,Home Care,Home Care,R10271,2026-02-27,amazon,2,"Bilkul bakwas hai, mat lena.",v3.6,UI,0
P1002,Home Care,Home Care,R10272,2026-04-06,flipkart,1,"Amazing product, works like a charm!",v4.7,UI,0
P1002,Home Care,Home Care,R10273,2026-04-11,flipkart,3,Best purchase this year!,v2.3,General,0
P1002,Home Care,Home Care,R10274,2026-03-08,amazon,5,Duplicate review text for testing.,v2.0,General,0
P1002,Home Care,Home Care,R10275,2026-01-07,direct,3,"Boht accha product hai, maza aa gaya.",v2.2,Packaging,0
P1002,Home Care,Home Care,R10276,2026-01-01,direct,1,Best purchase this year!,v3.7,Packaging,0
P1002,Home Care,Home Care,R10277,2026-01-20,flipkart,3,"It's okay, does the job.",v4.5,UI,0
P1002,Home Care,Home Care,R10278,2026-03-26,direct,3,"Amazing product, works like a charm!",v3.9,UI,0
P1002,Home Care,Home Care,R10279,2026-02-16,direct,1,Kam paise me badiya cheez hai.,v4.7,General,0
P1002,Home Care,Home Care,R10280,2026-04-03,direct,3,"Amazing product, works like a charm!",v3.8,General,0
P1002,Home Care,Home Care,R10281,2026-01-04,amazon,1,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v1.8,UI,1
P1002,Home Care,Home Care,R10282,2026-02-24,flipkart,3,Waste of money.,v3.5,Packaging,0
P1002,Home Care,Home Care,R10283,2026-01-21,amazon,1,"Love it, will buy again.",v1.7,General,0
P1002,Home Care,Home Care,R10284,2026-02-08,direct,5,"Delivery late thi, lekin product sahi hai.",v2.9,Packaging,0
P1002,Home Care,Home Care,R10285,2026-03-19,amazon,2,Kam paise me badiya cheez hai.,v5.0,Packaging,0
P1002,Home Care,Home Care,R10286,2026-04-02,flipkart,1,"Love it, will buy again.",v1.0,Packaging,0
P1002,Home Care,Home Care,R10287,2026-01-31,amazon,1,"Amazing product, works like a charm!",v2.3,UI,0
P1002,Home Care,Home Care,R10288,2026-01-26,direct,2,"Love it, will buy again.",v4.2,Power,0
P1002,Home Care,Home Care,R10289,2026-03-09,flipkart,3,Terrible experience.,v2.5,Packaging,0
P1002,Home Care,Home Care,R10290,2026-03-11,amazon,4,Very good quality.,v1.5,Packaging,0
P1002,Home Care,Home Care,R10291,2026-03-31,flipkart,2,"Quality thodi weak hai, better ho sakti thi.",v3.0,General,0
P1002,Home Care,Home Care,R10292,2026-03-02,direct,4,Best purchase this year!,v1.7,General,0
P1002,Home Care,Home Care,R10293,2026-02-04,direct,5,Terrible experience.,v2.3,Packaging,0
P1002,Home Care,Home Care,R10294,2026-01-31,flipkart,3,Avoid this product.,v2.1,Packaging,0
P1002,Home Care,Home Care,R10295,2026-03-19,amazon,4,Decent for the price.,v2.2,General,0
P1002,Home Care,Home Care,R10296,2026-03-18,direct,3,Very good quality.,v3.7,Packaging,0
P1002,Home Care,Home Care,R10297,2026-02-27,flipkart,5,"Amazing product, works like a charm!",v3.9,Packaging,0
P1002,Home Care,Home Care,R10298,2026-02-15,direct,5,Avoid this product.,v1.2,General,0
P1002,Home Care,Home Care,R10299,2026-02-05,direct,2,"Average quality, nothing special.",v3.1,Packaging,0
P1002,Home Care,Home Care,R10300,2026-02-22,amazon,1,"Amazing product, works like a charm!",v1.8,Power,0
P1002,Home Care,Home Care,R10301,2026-02-07,direct,5,Best purchase this year!,v1.3,Packaging,0
P1002,Home Care,Home Care,R10302,2026-02-09,direct,2,Best purchase this year!,v2.5,UI,0
P1002,Home Care,Home Care,R10303,2026-01-14,flipkart,1,"Fine, but I've seen better.",v4.3,UI,0
P1002,Home Care,Home Care,R10304,2026-03-30,direct,1,Waste of money.,v1.2,UI,0
P1002,Home Care,Home Care,R10305,2026-01-13,flipkart,1,Waste of money.,v3.6,UI,0
P1002,Home Care,Home Care,R10306,2026-01-10,flipkart,5,Exceeded my expectations.,v3.3,General,0
P1002,Home Care,Home Care,R10307,2026-02-02,direct,3,"Poor quality, very disappointed.",v4.1,General,0
P1002,Home Care,Home Care,R10308,2026-02-03,amazon,5,Exceeded my expectations.,v3.4,Power,0
P1002,Home Care,Home Care,R10309,2026-01-14,direct,4,Waste of money.,v2.5,Power,0
P1002,Home Care,Home Care,R10310,2026-04-08,amazon,2,"Amazing product, works like a charm!",v2.9,UI,0
P1002,Home Care,Home Care,R10311,2026-01-15,direct,1,"Average quality, nothing special.",v2.7,UI,0
P1002,Home Care,Home Care,R10312,2026-03-05,direct,4,"Amazing product, works like a charm!",v3.0,UI,0
P1002,Home Care,Home Care,R10313,2026-03-11,direct,1,Waste of money.,v1.1,General,0
P1002,Home Care,Home Care,R10314,2026-01-29,flipkart,2,Doesn't work as advertised.,v3.4,General,0
P1002,Home Care,Home Care,R10315,2026-02-21,amazon,5,Best purchase this year!,v5.6,Packaging,0
P1002,Home Care,Home Care,R10316,2026-03-23,direct,3,Avoid this product.,v4.8,Packaging,0
P1002,Home Care,Home Care,R10317,2026-02-25,amazon,5,"Poor quality, very disappointed.",v5.6,Power,0
P1002,Home Care,Home Care,R10318,2026-02-09,direct,1,Very good quality.,v1.5,Packaging,0
P1002,Home Care,Home Care,R10319,2026-03-08,direct,3,Very good quality.,v4.3,UI,0
P1002,Home Care,Home Care,R10320,2026-01-22,amazon,3,"Quality thodi weak hai, better ho sakti thi.",v1.0,Packaging,0
P1002,Home Care,Home Care,R10321,2026-03-10,flipkart,4,"Poor quality, very disappointed.",v4.9,General,0
P1002,Home Care,Home Care,R10322,2026-03-06,direct,1,"Poor quality, very disappointed.",v3.1,Power,0
P1002,Home Care,Home Care,R10323,2026-03-02,direct,2,Very good quality.,v5.2,General,0
P1002,Home Care,Home Care,R10324,2026-02-02,flipkart,2,Best purchase this year!,v4.2,General,0
P1002,Home Care,Home Care,R10325,2026-01-23,flipkart,4,"Amazing product, works like a charm!",v2.3,Power,0
P1002,Home Care,Home Care,R10326,2026-01-26,direct,4,"Bilkul bakwas hai, mat lena.",v4.6,UI,0
P1002,Home Care,Home Care,R10327,2026-03-29,direct,4,Exceeded my expectations.,v4.8,General,0
P1002,Home Care,Home Care,R10328,2026-01-11,amazon,3,"It's okay, does the job.",v2.7,Packaging,0
P1002,Home Care,Home Care,R10329,2026-03-18,flipkart,1,"Amazing product, works like a charm!",v4.2,General,0
P1002,Home Care,Home Care,R10330,2026-01-29,direct,4,Best purchase this year!,v5.2,General,0
P1002,Home Care,Home Care,R10331,2026-01-03,amazon,1,Avoid this product.,v2.7,UI,0
P1002,Home Care,Home Care,R10332,2026-01-31,direct,4,Exceeded my expectations.,v1.0,UI,0
P1002,Home Care,Home Care,R10333,2026-02-04,amazon,5,"Not bad, not great.",v1.2,General,0
P1002,Home Care,Home Care,R10334,2026-01-17,flipkart,4,Best purchase this year!,v3.2,Packaging,0
P1002,Home Care,Home Care,R10335,2026-03-24,amazon,1,"Bilkul bakwas hai, mat lena.",v2.4,Packaging,0
P1002,Home Care,Home Care,R10336,2026-03-31,direct,3,Waste of money.,v1.1,Packaging,0
P1002,Home Care,Home Care,R10337,2026-02-03,flipkart,4,"It's okay, does the job.",v1.0,General,0
P1002,Home Care,Home Care,R10338,2026-02-21,flipkart,2,Exceeded my expectations.,v3.0,UI,0
P1002,Home Care,Home Care,R10339,2026-03-15,flipkart,5,"Amazing product, works like a charm!",v1.2,General,0
P1002,Home Care,Home Care,R10340,2026-03-22,flipkart,5,Avoid this product.,v2.1,UI,0
P1002,Home Care,Home Care,R10341,2026-01-05,amazon,1,Best purchase this year!,v4.9,General,0
P1002,Home Care,Home Care,R10342,2026-01-13,amazon,5,Best purchase this year!,v3.0,Power,0
P1002,Home Care,Home Care,R10343,2026-01-17,amazon,1,Very good quality.,v5.4,Packaging,0
P1002,Home Care,Home Care,R10344,2026-02-04,amazon,3,Exceeded my expectations.,v1.1,UI,0
P1002,Home Care,Home Care,R10345,2026-02-09,direct,4,"Amazing product, works like a charm!",v4.0,UI,0
P1002,Home Care,Home Care,R10346,2026-02-07,amazon,2,Very good quality.,v5.3,General,0
P1002,Home Care,Home Care,R10347,2026-01-07,amazon,2,Best purchase this year!,v2.5,General,0
P1002,Home Care,Home Care,R10348,2026-02-25,amazon,2,"Delivery late thi, lekin product sahi hai.",v1.1,UI,0
P1002,Home Care,Home Care,R10349,2026-01-21,direct,1,Very good quality.,v2.2,General,0
P1002,Home Care,Home Care,R10350,2026-02-07,flipkart,2,Avoid this product.,v4.0,UI,0
P1002,Home Care,Home Care,R10351,2026-03-16,flipkart,5,Best purchase this year!,v4.8,Packaging,0
P1002,Home Care,Home Care,R10352,2026-01-01,flipkart,2,"Average quality, nothing special.",v2.3,UI,0
P1002,Home Care,Home Care,R10353,2026-03-08,amazon,3,"Amazing product, works like a charm!",v5.8,General,0
P1002,Home Care,Home Care,R10354,2026-03-02,amazon,5,Avoid this product.,v5.5,UI,0
P1002,Home Care,Home Care,R10355,2026-01-06,direct,4,"Average quality, nothing special.",v3.5,Power,0
P1002,Home Care,Home Care,R10356,2026-03-25,flipkart,4,Very good quality.,v5.1,Power,0
P1002,Home Care,Home Care,R10357,2026-01-15,flipkart,4,"Bilkul bakwas hai, mat lena.",v4.4,Power,0
P1002,Home Care,Home Care,R10358,2026-03-02,amazon,3,"Love it, will buy again.",v1.5,Power,0
P1002,Home Care,Home Care,R10359,2026-03-04,amazon,5,Exceeded my expectations.,v4.0,General,0
P1002,Home Care,Home Care,R10360,2026-01-25,flipkart,2,Exceeded my expectations.,v2.3,Power,0
P1002,Home Care,Home Care,R10361,2026-02-12,direct,2,Avoid this product.,v3.5,Packaging,0
P1002,Home Care,Home Care,R10362,2026-03-19,amazon,4,Best purchase this year!,v3.4,Power,0
P1002,Home Care,Home Care,R10363,2026-01-20,flipkart,5,Great product!!! 😂🔥💯,v4.5,Packaging,0
P1002,Home Care,Home Care,R10364,2026-03-22,amazon,5,Waste of money.,v1.5,General,0
P1002,Home Care,Home Care,R10365,2026-01-05,flipkart,2,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v2.6,Power,1
P1002,Home Care,Home Care,R10366,2026-02-06,amazon,5,"Amazing product, works like a charm!",v3.2,UI,0
P1002,Home Care,Home Care,R10367,2026-04-04,flipkart,3,"Amazing product, works like a charm!",v4.7,Packaging,0
P1002,Home Care,Home Care,R10368,2026-03-31,amazon,2,"Love it, will buy again.",v3.1,UI,0
P1002,Home Care,Home Care,R10369,2026-02-22,amazon,3,Waste of money.,v4.3,Packaging,0
P1002,Home Care,Home Care,R10370,2026-01-19,flipkart,5,Doesn't work as advertised.,v2.5,General,0
P1002,Home Care,Home Care,R10371,2026-03-05,flipkart,5,Buy now limited offer click here http://spam.example,v1.5,Power,0
P1002,Home Care,Home Care,R10372,2026-02-03,amazon,4,"Quality thodi weak hai, better ho sakti thi.",v5.6,UI,0
P1002,Home Care,Home Care,R10373,2026-04-08,direct,5,Avoid this product.,v2.0,UI,0
P1002,Home Care,Home Care,R10374,2026-03-04,flipkart,3,"Poor quality, very disappointed.",v1.1,Power,0
P1002,Home Care,Home Care,R10375,2026-04-11,amazon,5,"Love it, will buy again.",v2.1,Power,0
P1002,Home Care,Home Care,R10376,2026-04-05,amazon,4,Avoid this product.,v1.7,Power,0
P1002,Home Care,Home Care,R10377,2026-04-01,direct,5,Duplicate review text for testing.,v1.0,Power,0
P1002,Home Care,Home Care,R10378,2026-02-26,direct,2,"Boht accha product hai, maza aa gaya.",v3.9,General,0
P1002,Home Care,Home Care,R10379,2026-03-27,amazon,1,"Poor quality, very disappointed.",v2.0,UI,0
P1002,Home Care,Home Care,R10380,2026-02-22,amazon,3,"Boht accha product hai, maza aa gaya.",v5.9,Packaging,0
P1002,Home Care,Home Care,R10381,2026-03-19,flipkart,4,"Fine, but I've seen better.",v1.4,General,0
P1002,Home Care,Home Care,R10382,2026-03-21,amazon,5,Terrible experience.,v3.9,Packaging,0
P1002,Home Care,Home Care,R10383,2026-01-27,direct,2,Exceeded my expectations.,v1.9,General,0
P1002,Home Care,Home Care,R10384,2026-01-05,direct,2,"Quality thodi weak hai, better ho sakti thi.",v4.6,UI,0
P1002,Home Care,Home Care,R10385,2026-03-28,flipkart,5,Waste of money.,v1.0,General,0
P1002,Home Care,Home Care,R10386,2026-01-23,direct,4,Doesn't work as advertised.,v5.0,UI,0
P1002,Home Care,Home Care,R10387,2026-01-24,flipkart,4,"Love it, will buy again.",v4.5,Power,0
P1002,Home Care,Home Care,R10388,2026-02-28,flipkart,5,Terrible experience.,v4.6,Packaging,0
P1002,Home Care,Home Care,R10389,2026-03-18,flipkart,4,Terrible experience.,v1.4,UI,0
P1002,Home Care,Home Care,R10390,2026-03-23,flipkart,4,"Amazing product, works like a charm!",v4.1,Packaging,0
P1002,Home Care,Home Care,R10391,2026-01-17,direct,1,"Bilkul bakwas hai, mat lena.",v3.2,Packaging,0
P1002,Home Care,Home Care,R10392,2026-03-28,flipkart,3,Best purchase this year!,v2.9,UI,0
P1002,Home Care,Home Care,R10393,2026-02-05,flipkart,1,"Love it, will buy again.",v1.5,Power,0
P1002,Home Care,Home Care,R10394,2026-03-08,amazon,3,"Love it, will buy again.",v1.8,Packaging,0
P1002,Home Care,Home Care,R10395,2026-01-22,amazon,4,Best purchase this year!,v4.7,General,0
P1002,Home Care,Home Care,R10396,2026-01-31,direct,4,Terrible experience.,v3.9,UI,0
P1002,Home Care,Home Care,R10397,2026-02-14,direct,3,Best purchase this year!,v4.6,Packaging,0
P1002,Home Care,Home Care,R10398,2026-03-18,flipkart,1,Duplicate review text for testing.,v4.9,Packaging,0
P1002,Home Care,Home Care,R10399,2026-01-19,flipkart,2,Waste of money.,v5.3,General,0
P1003,Food & Beverage,Food & Beverage,R10400,2026-01-12,direct,3,"Amazing product, works like a charm!",v3.6,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10401,2026-01-17,flipkart,4,Terrible experience.,v3.1,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10402,2026-02-14,direct,4,"Amazing product, works like a charm!",v5.2,General,0
P1003,Food & Beverage,Food & Beverage,R10403,2026-04-07,amazon,2,"Boht accha product hai, maza aa gaya.",v1.7,Power,0
P1003,Food & Beverage,Food & Beverage,R10404,2026-02-20,direct,2,Terrible experience.,v2.4,General,0
P1003,Food & Beverage,Food & Beverage,R10405,2026-01-05,amazon,4,"Amazing product, works like a charm!",v1.3,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10406,2026-04-09,flipkart,2,"Amazing product, works like a charm!",v1.1,General,0
P1003,Food & Beverage,Food & Beverage,R10407,2026-01-16,direct,5,Doesn't work as advertised.,v3.0,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10408,2026-02-14,direct,2,"Love it, will buy again.",v2.8,UI,0
P1003,Food & Beverage,Food & Beverage,R10409,2026-01-25,amazon,3,"Love it, will buy again.",v5.8,General,0
P1003,Food & Beverage,Food & Beverage,R10410,2026-02-03,amazon,4,"Amazing product, works like a charm!",v1.9,UI,0
P1003,Food & Beverage,Food & Beverage,R10411,2026-03-26,amazon,3,Waste of money.,v4.1,Power,0
P1003,Food & Beverage,Food & Beverage,R10412,2026-03-04,flipkart,2,Doesn't work as advertised.,v3.6,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10413,2026-02-24,flipkart,5,"Boht accha product hai, maza aa gaya.",v3.3,UI,0
P1003,Food & Beverage,Food & Beverage,R10414,2026-03-01,direct,3,Kam paise me badiya cheez hai.,v2.8,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10415,2026-02-27,direct,4,Best purchase this year!,v2.9,Power,0
P1003,Food & Beverage,Food & Beverage,R10416,2026-01-03,direct,3,Doesn't work as advertised.,v5.9,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10417,2026-03-15,direct,1,Decent for the price.,v4.7,General,0
P1003,Food & Beverage,Food & Beverage,R10418,2026-01-27,amazon,4,"Poor quality, very disappointed.",v2.3,General,0
P1003,Food & Beverage,Food & Beverage,R10419,2026-03-25,amazon,5,"Poor quality, very disappointed.",v2.5,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10420,2026-02-19,direct,4,Exceeded my expectations.,v2.9,Power,0
P1003,Food & Beverage,Food & Beverage,R10421,2026-02-04,amazon,1,"Fine, but I've seen better.",v5.3,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10422,2026-02-18,flipkart,4,"Love it, will buy again.",v1.9,Power,0
P1003,Food & Beverage,Food & Beverage,R10423,2026-03-06,direct,2,Terrible experience.,v1.5,UI,0
P1003,Food & Beverage,Food & Beverage,R10424,2026-01-26,direct,3,Doesn't work as advertised.,v2.9,General,0
P1003,Food & Beverage,Food & Beverage,R10425,2026-02-27,amazon,3,"Average quality, nothing special.",v5.8,UI,0
P1003,Food & Beverage,Food & Beverage,R10426,2026-03-15,amazon,4,"Amazing product, works like a charm!",v1.9,UI,0
P1003,Food & Beverage,Food & Beverage,R10427,2026-02-22,direct,1,Very good quality.,v1.1,UI,0
P1003,Food & Beverage,Food & Beverage,R10428,2026-01-22,direct,2,"Amazing product, works like a charm!",v5.4,UI,0
P1003,Food & Beverage,Food & Beverage,R10429,2026-03-02,direct,1,"Amazing product, works like a charm!",v2.5,Power,0
P1003,Food & Beverage,Food & Beverage,R10430,2026-03-21,direct,4,Terrible experience.,v5.1,UI,0
P1003,Food & Beverage,Food & Beverage,R10431,2026-04-10,amazon,4,Doesn't work as advertised.,v1.8,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10432,2026-01-28,flipkart,1,Best purchase this year!,v3.5,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10433,2026-02-16,direct,1,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v2.3,Packaging,1
P1003,Food & Beverage,Food & Beverage,R10434,2026-04-08,direct,5,"Boht accha product hai, maza aa gaya.",v5.8,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10435,2026-02-04,flipkart,3,"Poor quality, very disappointed.",v2.5,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10436,2026-03-07,direct,1,Exceeded my expectations.,v5.5,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10437,2026-01-22,direct,5,"Amazing product, works like a charm!",v2.1,General,0
P1003,Food & Beverage,Food & Beverage,R10438,2026-01-10,flipkart,5,"It's okay, does the job.",v1.5,General,0
P1003,Food & Beverage,Food & Beverage,R10439,2026-03-27,amazon,5,"Average quality, nothing special.",v1.0,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10440,2026-03-27,amazon,4,Avoid this product.,v4.5,General,0
P1003,Food & Beverage,Food & Beverage,R10441,2026-03-19,flipkart,5,"Poor quality, very disappointed.",v5.0,Power,0
P1003,Food & Beverage,Food & Beverage,R10442,2026-03-26,amazon,5,"Love it, will buy again.",v1.8,UI,0
P1003,Food & Beverage,Food & Beverage,R10443,2026-03-11,amazon,5,"Average quality, nothing special.",v5.6,UI,0
P1003,Food & Beverage,Food & Beverage,R10444,2026-02-16,amazon,2,Very good quality.,v4.1,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10445,2026-01-09,flipkart,4,Decent for the price.,v4.5,Power,0
P1003,Food & Beverage,Food & Beverage,R10446,2026-04-07,direct,5,"It's okay, does the job.",v5.7,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10447,2026-02-12,amazon,2,"Oh, I just LOVE when it breaks down after two days. Fantastic.",v5.8,General,1
P1003,Food & Beverage,Food & Beverage,R10448,2026-03-20,direct,3,Kam paise me badiya cheez hai.,v3.3,UI,0
P1003,Food & Beverage,Food & Beverage,R10449,2026-02-19,flipkart,4,Very good quality.,v3.6,General,0
P1003,Food & Beverage,Food & Beverage,R10450,2026-01-31,flipkart,2,"Love it, will buy again.",v2.1,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10451,2026-02-19,direct,1,"Poor quality, very disappointed.",v1.7,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10452,2026-03-09,direct,1,"Delivery late thi, lekin product sahi hai.",v2.5,Power,0
P1003,Food & Beverage,Food & Beverage,R10453,2026-03-20,amazon,2,"Amazing product, works like a charm!",v3.1,General,0
P1003,Food & Beverage,Food & Beverage,R10454,2026-04-04,flipkart,4,"Love it, will buy again.",v3.1,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10455,2026-01-31,amazon,2,Waste of money.,v2.7,General,0
P1003,Food & Beverage,Food & Beverage,R10456,2026-04-07,flipkart,1,Terrible experience.,v4.2,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10457,2026-01-28,flipkart,4,"Poor quality, very disappointed.",v4.0,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10458,2026-04-10,direct,4,Avoid this product.,v4.9,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10459,2026-04-05,amazon,1,"Fine, but I've seen better.",v2.9,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10460,2026-04-07,direct,2,"Love it, will buy again.",v1.2,Power,0
P1003,Food & Beverage,Food & Beverage,R10461,2026-04-10,amazon,5,"Amazing product, works like a charm!",v1.7,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10462,2026-02-13,amazon,3,Best purchase this year!,v1.4,General,0
P1003,Food & Beverage,Food & Beverage,R10463,2026-02-12,flipkart,3,Avoid this product.,v3.9,General,0
P1003,Food & Beverage,Food & Beverage,R10464,2026-03-26,direct,5,"Average quality, nothing special.",v1.6,Power,0
P1003,Food & Beverage,Food & Beverage,R10465,2026-02-09,flipkart,5,Best purchase this year!,v2.9,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10466,2026-02-15,amazon,5,"Love it, will buy again.",v2.0,Power,0
P1003,Food & Beverage,Food & Beverage,R10467,2026-01-09,direct,2,"Delivery late thi, lekin product sahi hai.",v3.3,General,0
P1003,Food & Beverage,Food & Beverage,R10468,2026-02-27,amazon,1,Exceeded my expectations.,v4.2,UI,0
P1003,Food & Beverage,Food & Beverage,R10469,2026-02-18,direct,5,Best purchase this year!,v5.3,UI,0
P1003,Food & Beverage,Food & Beverage,R10470,2026-03-12,amazon,1,Buy now limited offer click here http://spam.example,v3.6,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10471,2026-01-05,flipkart,4,"Average quality, nothing special.",v2.6,General,0
P1003,Food & Beverage,Food & Beverage,R10472,2026-02-17,direct,5,Terrible experience.,v3.0,UI,0
P1003,Food & Beverage,Food & Beverage,R10473,2026-03-04,direct,4,Buy now limited offer click here http://spam.example,v5.5,UI,0
P1003,Food & Beverage,Food & Beverage,R10474,2026-03-31,flipkart,1,Doesn't work as advertised.,v3.3,General,0
P1003,Food & Beverage,Food & Beverage,R10475,2026-01-06,amazon,1,Very good quality.,v2.8,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10476,2026-01-29,amazon,5,Exceeded my expectations.,v1.7,Power,0
P1003,Food & Beverage,Food & Beverage,R10477,2026-03-19,direct,5,"Bilkul bakwas hai, mat lena.",v1.1,UI,0
P1003,Food & Beverage,Food & Beverage,R10478,2026-04-11,direct,4,Avoid this product.,v3.0,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10479,2026-01-28,flipkart,3,"Love it, will buy again.",v3.8,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10480,2026-04-03,flipkart,1,Avoid this product.,v1.6,Power,0
P1003,Food & Beverage,Food & Beverage,R10481,2026-04-06,amazon,1,"Amazing product, works like a charm!",v5.3,General,0
P1003,Food & Beverage,Food & Beverage,R10482,2026-03-01,flipkart,1,Waste of money.,v1.8,General,0
P1003,Food & Beverage,Food & Beverage,R10483,2026-01-11,direct,4,"Poor quality, very disappointed.",v3.7,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10484,2026-01-08,amazon,1,Exceeded my expectations.,v5.6,Packaging,0
P1003,Food & Beverage,Food & Beverage,R10485,2026-04-08,amazon,1,"Amazing product, works like a charm!",v4.6,Power,0
P1003,Food & Beverage,Food & Beverage,R10486,2026-03-18,flipkart,2,Doesn't work as advertised.,v4.6,General,0
P1003,Food & Beverage,Food & Beverage,R10487,2026-01-01,amazon,3,"Boht accha product hai, maza aa gaya.",v2.0,UI,0
P1003,Food & Beverage,Food & Beverage,R10488,2026-04-01,direct,1,Very good quality.,v3.9,General,0
P1003,Food & Beverage,Food & Beverage,R10489,2026-01-10,amazon,3,Doesn't work as advertised.,v4.3,Power,0
P1003,Food & Beverage,Food & Beverage,R10490,2026-02-27,amazon,3,Avoid this product.,v1.4,General,0
P1003,Food & Beverage,Food & Beverage,R10491,2026-04-01,amazon,3,"Quality thodi weak hai, better ho sakti thi.",v5.9,UI,0
P1003,Food & Beverage,Food & Beverage,R10492,2026-04-02,flipkart,5,Doesn't work as advertised.,v4.5,UI,0
P1003,Food & Beverage,Food & Beverage,R10493,2026-03-23,direct,5,Decent for the price.,v5.6,UI,0
P1003,Food & Beverage,Food & Beverage,R10494,2026-02-26,amazon,3,Avoid this product.,v1.4,Power,0
P1003,Food & Beverage,Food & Beverage,R10495,2026-02-20,amazon,3,"Love it, will buy again.",v4.6,General,0
P1003,Food & Beverage,Food & Beverage,R10496,2026-02-01,flipkart,5,"Fine, but I've seen better.",v1.8,UI,0
P1003,Food & Beverage,Food & Beverage,R10497,2026-02-08,direct,3,"Love it, will buy again.",v4.8,Power,0
P1003,Food & Beverage,Food & Beverage,R10498,2026-03-11,direct,3,Very good quality.,v1.1,UI,0
P1003,Food & Beverage,Food & Beverage,R10499,2026-04-04,flipkart,5,Doesn't work as advertised.,v5.3,General,0
P1003,Food & Beverage,Food & Beverage,R10500,2026-03-04,direct,2,Best purchase this year!,v3.4,UI,0
P1003,Food & Beverage,Food & Beverage,R10501,2026-02-09,flipkart,2,Very good quality.,v3.6,UI,0
P1003,Food & Beverage,Food & Beverage,R10502,2026-03-20,direct,2,"Fine, but I've seen better.",v2.1,Power,0
P1003,Food & Beverage,Food & Beverage,R10503,2026-03-29,direct,5,"Amazing product, works like a charm!",v2.0,UI,0
P1003,Food & Beverage,Food & Beverage,R10504,2026-02-12,flipkart,3,"Quality thodi weak hai, better ho sakti thi.",v2.5,UI,0
P1003,Food & Beverage,Food & Beverage,R10505,2026-03-04,direct,2,"Amazing product, works like a charm!",v2.4,Packaging,0
